"train_05100_aligned.jpg" "a person has happy emotions, with Jaw Drop, Lips part, Lip Corner Puller."
"train_05102_aligned.jpg" "a person has sad emotions, with Lips part, Lip Corner Puller, Lid Tightener."
"train_05103_aligned.jpg" "a person has happy emotions, with Lips part, Lip Corner Puller, Lid Tightener."
"train_05105_aligned.jpg" "a person has happy emotions, with Chin Raiser, Lid Tightener, Lip Corner Puller."
"train_05106_aligned.jpg" "a person has happy emotions, with Chin Raiser, Lid Tightener, Lip Corner Puller."
"train_05107_aligned.jpg" "a person has happy emotions, with Lid Tightener, Lip Corner Puller, Cheek Raiser."
"train_05109_aligned.jpg" "a person hasngry emotions, with Lid Tightener, Dimpler, Lip Corner Puller."
"train_05110_aligned.jpg" "a person has happy emotions, with Lid Tightener, Dimpler, Cheek Raiser."
"train_05111_aligned.jpg" "a person has fear emotions, with Lid Tightener, Cheek Raiser, Lip Corner Puller."
"train_05112_aligned.jpg" "a person has happy emotions, with Lid Tightener, Cheek Raiser, Chin Raiser."
"train_05113_aligned.jpg" "a person has sad emotions, with Lid Tightener, Cheek Raiser, Lips part."
"train_05114_aligned.jpg" "a person has sad emotions, with Lips part, Cheek Raiser, Lid Tightener."
"train_05116_aligned.jpg" "a person hasngry emotions, with Lips part, Jaw Drop, Lip Corner Puller."
"train_05117_aligned.jpg" "a person has happy emotions, with Jaw Drop, Lips part, Chin Raiser."
"train_05118_aligned.jpg" "a person hasngry emotions, with Lips part, Jaw Drop, Inner brow raiser."
"train_05119_aligned.jpg" "a person has sad emotions, with Inner brow raiser, Lips part, Jaw Drop."
"train_05120_aligned.jpg" "a person hasngry emotions, with Inner brow raiser, Outer brow raiser, Lips part."
"train_05121_aligned.jpg" "a person has sad emotions, with Inner brow raiser, Chin Raiser, Lips part."
"train_05122_aligned.jpg" "a person has sad emotions, with Chin Raiser, Inner brow raiser, Outer brow raiser."
"train_05123_aligned.jpg" "a person has happy emotions, with Chin Raiser, Lips part, Lip Corner Puller."
"train_05124_aligned.jpg" "a person has fear emotions, with Dimpler, Chin Raiser, Lips part."
"train_05125_aligned.jpg" "a person has happy emotions, with Lips part, Dimpler, Chin Raiser."
"train_05126_aligned.jpg" "a person has happy emotions, with Jaw Drop, Cheek Raiser, Lips part."
"train_05127_aligned.jpg" "a person has sad emotions, with Jaw Drop, Lips part, Cheek Raiser."
"train_05128_aligned.jpg" "a person has happy emotions, with Jaw Drop, Brow Lowerer, Chin Raiser."
"train_05134_aligned.jpg" "a person has happy emotions, with Jaw Drop, Chin Raiser, Lid Tightener."
"train_05135_aligned.jpg" "a person has happy emotions, with Jaw Drop, Chin Raiser, Lid Tightener."
"train_05136_aligned.jpg" "a person has happy emotions, with Chin Raiser, Dimpler, Jaw Drop."
"train_05137_aligned.jpg" "a person has sad emotions, with Chin Raiser, Jaw Drop, Dimpler."
"train_05138_aligned.jpg" "a person has sad emotions, with Chin Raiser, Jaw Drop, Upper Lid Raiser."
"train_05140_aligned.jpg" "a person has sad emotions, with Cheek Raiser, Lip Corner Puller, Lid Tightener."
"train_05141_aligned.jpg" "a person has happy emotions, with Lip Corner Puller, Cheek Raiser, Chin Raiser."
"train_05142_aligned.jpg" "a person has happy emotions, with Chin Raiser, Cheek Raiser, Lips part."
"train_05143_aligned.jpg" "a person has happy emotions, with Nose Wrinkler, Jaw Drop, Chin Raiser."
"train_05144_aligned.jpg" "a person hasngry emotions, with Cheek Raiser, Dimpler, Nose Wrinkler."
"train_05145_aligned.jpg" "a person hasngry emotions, with Nose Wrinkler, Dimpler, Cheek Raiser."
"train_05147_aligned.jpg" "a person has happy emotions, with Lid Tightener, Nose Wrinkler, Brow Lowerer."
"train_05149_aligned.jpg" "a person has fear emotions, with Lip Corner Puller, Jaw Drop, Lid Tightener."
"train_05150_aligned.jpg" "a person has sad emotions, with Lid Tightener, Jaw Drop, Lip Corner Puller."
"train_05151_aligned.jpg" "a person has surprise emotions, with Lid Tightener, Lip Corner Puller, Cheek Raiser."
"train_05152_aligned.jpg" "a person has happy emotions, with Jaw Drop, Lips part, Lip Corner Puller."
"train_05153_aligned.jpg" "a person has happy emotions, with Lips part, Lip Corner Depressor, Inner brow raiser."
"train_05154_aligned.jpg" "a person has happy emotions, with Lip Corner Depressor, Dimpler, Lips part."
"train_05156_aligned.jpg" "a person has happy emotions, with Jaw Drop, Lips part, Lip Suck."
"train_05157_aligned.jpg" "a person hasngry emotions, with Jaw Drop, Lip Corner Puller, Cheek Raiser."
"train_05158_aligned.jpg" "a person has fear emotions, with Lip Corner Puller, Lid Tightener, Cheek Raiser."
"train_05159_aligned.jpg" "a person has surprise emotions, with Lip Corner Puller, Cheek Raiser, Dimpler."
"train_05160_aligned.jpg" "a person hasngry emotions, with Lid Tightener, Cheek Raiser, Lip Corner Puller."
"train_05161_aligned.jpg" "a person has happy emotions, with Lip Corner Puller, Cheek Raiser, Dimpler."
"train_05162_aligned.jpg" "a person has surprise emotions, with Cheek Raiser, Lid Tightener, Lip Corner Puller."
"train_05163_aligned.jpg" "a person has happy emotions, with Lips part, Brow Lowerer, Lip Corner Puller."
"train_05164_aligned.jpg" "a person has sad emotions, with Chin Raiser, Lips part, Brow Lowerer."
"train_05166_aligned.jpg" "a person has happy emotions, with Lip Corner Puller, Cheek Raiser, Dimpler."
"train_05167_aligned.jpg" "a person hasngry emotions, with Lip Corner Puller, Cheek Raiser, Dimpler."
"train_05168_aligned.jpg" "a person has fear emotions, with Lip Corner Puller, Cheek Raiser, Lips part."
"train_05169_aligned.jpg" "a person hasngry emotions, with Lip Corner Puller, Lips part, Chin Raiser."
"train_05170_aligned.jpg" "a person has fear emotions, with Lips part, Dimpler, Chin Raiser."
"train_05171_aligned.jpg" "a person has sad emotions, with Lips part, Lip Suck, Dimpler."
"train_05172_aligned.jpg" "a person has disgust emotions, with Dimpler, Lips part, Lip Suck."
"train_05173_aligned.jpg" "a person has sad emotions, with Lip Corner Puller, Jaw Drop, Cheek Raiser."
"train_05174_aligned.jpg" "a person has fear emotions, with Cheek Raiser, Jaw Drop, Lip Corner Puller."
"train_05175_aligned.jpg" "a person has surprise emotions, with Cheek Raiser, Jaw Drop, Lip Suck."
"train_05176_aligned.jpg" "a person has surprise emotions, with Dimpler, Cheek Raiser, Lips part."
"train_05177_aligned.jpg" "a person has sad emotions, with Lip Suck, Lips part, Lip Corner Depressor."
"train_05178_aligned.jpg" "a person hasngry emotions, with Chin Raiser, Lips part, Jaw Drop."
"train_05179_aligned.jpg" "a person hasngry emotions, with Chin Raiser, Jaw Drop, Dimpler."
"train_05180_aligned.jpg" "a person has sad emotions, with Chin Raiser, Jaw Drop, Lid Tightener."
"train_05181_aligned.jpg" "a person hasngry emotions, with Dimpler, Jaw Drop, Lid Tightener."
"train_05182_aligned.jpg" "a person hasngry emotions, with Jaw Drop, Lid Tightener, Cheek Raiser."
"train_05183_aligned.jpg" "a person has happy emotions, with Jaw Drop, Lips part, Dimpler."
"train_05184_aligned.jpg" "a person has happy emotions, with Lips part, Jaw Drop, Lip Corner Puller."
"train_05185_aligned.jpg" "a person hasngry emotions, with Lip Corner Puller, Lips part, Dimpler."
"train_05186_aligned.jpg" "a person has happy emotions, with Lips part, Cheek Raiser, Lip Corner Puller."
"train_05187_aligned.jpg" "a person has happy emotions, with Chin Raiser, Cheek Raiser, Lip stretcher."
"train_05188_aligned.jpg" "a person has sad emotions, with Chin Raiser, Lip stretcher, Lips part."
"train_05189_aligned.jpg" "a person has happy emotions, with Jaw Drop, Chin Raiser, Cheek Raiser."
"train_05190_aligned.jpg" "a person has sad emotions, with Jaw Drop, Dimpler, Cheek Raiser."
"train_05192_aligned.jpg" "a person has sad emotions, with Jaw Drop, Lips part, Lid Tightener."
"train_05193_aligned.jpg" "a person hasngry emotions, with Lid Tightener, Jaw Drop, Lips part."
"train_05194_aligned.jpg" "a person has happy emotions, with Chin Raiser, Jaw Drop, Inner brow raiser."
"train_05195_aligned.jpg" "a person has happy emotions, with Chin Raiser, Inner brow raiser, Jaw Drop."
"train_05196_aligned.jpg" "a person has sad emotions, with Inner brow raiser, Jaw Drop, Chin Raiser."
"train_05197_aligned.jpg" "a person has sad emotions, with Jaw Drop, Inner brow raiser, Outer brow raiser."
"train_05199_aligned.jpg" "a person has happy emotions, with Inner brow raiser, Lip Corner Puller, Dimpler."
"train_05200_aligned.jpg" "a person has sad emotions, with Inner brow raiser, Dimpler, Cheek Raiser."
"train_05201_aligned.jpg" "a person hasngry emotions, with Dimpler, Lips part, Cheek Raiser."
"train_05202_aligned.jpg" "a person hasngry emotions, with Lips part, Chin Raiser, Cheek Raiser."
"train_05203_aligned.jpg" "a person has happy emotions, with Lips part, Cheek Raiser, Dimpler."
"train_05204_aligned.jpg" "a person has sad emotions, with Lips part, Dimpler, Cheek Raiser."
"train_05205_aligned.jpg" "a person has happy emotions, with Dimpler, Lips part, Lip Corner Puller."
"train_05206_aligned.jpg" "a person has surprise emotions, with Dimpler, Lips part, Lip Suck."
"train_05207_aligned.jpg" "a person has happy emotions, with Dimpler, Lips part, Cheek Raiser."
"train_05208_aligned.jpg" "a person has sad emotions, with Lips part, Dimpler, Cheek Raiser."
"train_05209_aligned.jpg" "a person has happy emotions, with Lips part, Dimpler, Jaw Drop."
"train_05210_aligned.jpg" "a person has happy emotions, with Lips part, Jaw Drop, Dimpler."
"train_05211_aligned.jpg" "a person has happy emotions, with Jaw Drop, Lips part, Lip Suck."
"train_05212_aligned.jpg" "a person hasngry emotions, with Lid Tightener, Jaw Drop, Cheek Raiser."
"train_05213_aligned.jpg" "a person hasngry emotions, with Cheek Raiser, Lid Tightener, Lip stretcher."
"train_05214_aligned.jpg" "a person has happy emotions, with Cheek Raiser, Lid Tightener, Lip Corner Puller."
"train_05215_aligned.jpg" "a person has happy emotions, with Lip Corner Puller, Cheek Raiser, Lid Tightener."
"train_05216_aligned.jpg" "a person has happy emotions, with Lid Tightener, Lip Corner Puller, Inner brow raiser."
"train_05217_aligned.jpg" "a person has sad emotions, with Inner brow raiser, Outer brow raiser, Lid Tightener."
"train_05218_aligned.jpg" "a person has happy emotions, with Outer brow raiser, Inner brow raiser, Lip Corner Puller."
"train_05220_aligned.jpg" "a person has sad emotions, with Dimpler, Lid Tightener, Cheek Raiser."
"train_05221_aligned.jpg" "a person has happy emotions, with Dimpler, Lid Tightener, Cheek Raiser."
"train_05224_aligned.jpg" "a person has happy emotions, with Lip Corner Puller, Lips part, Cheek Raiser."
"train_05225_aligned.jpg" "a person has sad emotions, with Cheek Raiser, Lip Corner Puller, Lips part."
"train_05226_aligned.jpg" "a person hasngry emotions, with Cheek Raiser, Lips part, Lip Corner Puller."
"train_05227_aligned.jpg" "a person has sad emotions, with Lips part, Cheek Raiser, Lip Corner Puller."
"train_05228_aligned.jpg" "a person hasngry emotions, with Lips part, Lip Corner Puller, Cheek Raiser."
"train_05231_aligned.jpg" "a person has happy emotions, with Lid Tightener, Chin Raiser, Lips part."
"train_05232_aligned.jpg" "a person has sad emotions, with Chin Raiser, Lid Tightener, Lips part."
"train_05233_aligned.jpg" "a person has happy emotions, with Chin Raiser, Dimpler, Lip Corner Depressor."
"train_05234_aligned.jpg" "a person hasngry emotions, with Chin Raiser, Dimpler, Lip Corner Depressor."
"train_05237_aligned.jpg" "a person hasngry emotions, with Chin Raiser, Dimpler, Lip Corner Puller."
"train_05239_aligned.jpg" "a person hasngry emotions, with Lip Corner Depressor, Outer brow raiser, Inner brow raiser."
"train_05241_aligned.jpg" "a person has happy emotions, with Lip Corner Puller, Lid Tightener, Cheek Raiser."
"train_05242_aligned.jpg" "a person has happy emotions, with Lid Tightener, Lips part, Brow Lowerer."
"train_05243_aligned.jpg" "a person has happy emotions, with Lid Tightener, Cheek Raiser, Lips part."
"train_05244_aligned.jpg" "a person has happy emotions, with Cheek Raiser, Lip Corner Puller, Lips part."
"train_05245_aligned.jpg" "a person has happy emotions, with Lip Corner Puller, Cheek Raiser, Lid Tightener."
"train_05246_aligned.jpg" "a person has surprise emotions, with Lip Corner Puller, Lid Tightener, Cheek Raiser."
"train_05247_aligned.jpg" "a person has surprise emotions, with Lid Tightener, Cheek Raiser, Dimpler."
"train_05248_aligned.jpg" "a person has surprise emotions, with Lid Tightener, Inner brow raiser, Lips part."
"train_05249_aligned.jpg" "a person has sad emotions, with Lid Tightener, Lips part, Inner brow raiser."
"train_05250_aligned.jpg" "a person has happy emotions, with Jaw Drop, Lips part, Lid Tightener."
"train_05251_aligned.jpg" "a person has happy emotions, with Jaw Drop, Lid Tightener, Lips part."
"train_05252_aligned.jpg" "a person has happy emotions, with Jaw Drop, Chin Raiser, Lid Tightener."
"train_05254_aligned.jpg" "a person has sad emotions, with Lips part, Jaw Drop, Lip Corner Depressor."
"train_05255_aligned.jpg" "a person has sad emotions, with Jaw Drop, Lips part, Dimpler."
"train_05256_aligned.jpg" "a person has happy emotions, with Jaw Drop, Lid Tightener, Dimpler."
"train_05257_aligned.jpg" "a person has happy emotions, with Lid Tightener, Cheek Raiser, Dimpler."
"train_05258_aligned.jpg" "a person has happy emotions, with Lid Tightener, Cheek Raiser, Chin Raiser."
"train_05260_aligned.jpg" "a person has surprise emotions, with Chin Raiser, Inner brow raiser, Lip stretcher."
"train_05261_aligned.jpg" "a person has happy emotions, with Lid Tightener, Chin Raiser, Inner brow raiser."
"train_05262_aligned.jpg" "a person has surprise emotions, with Lid Tightener, Inner brow raiser, Lip stretcher."
"train_05263_aligned.jpg" "a person has happy emotions, with Lid Tightener, Inner brow raiser, Jaw Drop."
"train_05264_aligned.jpg" "a person has happy emotions, with Lid Tightener, Inner brow raiser, Jaw Drop."
"train_05265_aligned.jpg" "a person has sad emotions, with Jaw Drop, Lip Corner Puller, Inner brow raiser."
"train_05266_aligned.jpg" "a person has sad emotions, with Lip Corner Puller, Lid Tightener, Dimpler."
"train_05267_aligned.jpg" "a person has sad emotions, with Lips part, Lip Corner Puller, Cheek Raiser."
"train_05268_aligned.jpg" "a person has happy emotions, with Lips part, Lip Corner Puller, Cheek Raiser."
"train_05269_aligned.jpg" "a person hasngry emotions, with Cheek Raiser, Lips part, Lip Corner Puller."
"train_05270_aligned.jpg" "a person has happy emotions, with Chin Raiser, Lid Tightener, Cheek Raiser."
"train_05271_aligned.jpg" "a person has happy emotions, with Chin Raiser, Lid Tightener, Cheek Raiser."
"train_05272_aligned.jpg" "a person hasngry emotions, with Chin Raiser, Dimpler, Lid Tightener."
"train_05273_aligned.jpg" "a person has sad emotions, with Chin Raiser, Dimpler, Cheek Raiser."
"train_05276_aligned.jpg" "a person has happy emotions, with Lip Corner Puller, Dimpler, Chin Raiser."
"train_05277_aligned.jpg" "a person hasngry emotions, with Chin Raiser, Lid Tightener, Cheek Raiser."
"train_05278_aligned.jpg" "a person has happy emotions, with Chin Raiser, Lip Corner Depressor, Dimpler."
"train_05281_aligned.jpg" "a person has sad emotions, with Dimpler, Lips part, Lip Corner Puller."
"train_05282_aligned.jpg" "a person has happy emotions, with Dimpler, Lips part, Chin Raiser."
"train_05283_aligned.jpg" "a person hasngry emotions, with Dimpler, Chin Raiser, Inner brow raiser."
"train_05285_aligned.jpg" "a person has happy emotions, with Chin Raiser, Lip Suck, Lip Corner Depressor."
"train_05289_aligned.jpg" "a person has happy emotions, with Chin Raiser, Lip Suck, Lip Corner Depressor."
"train_05290_aligned.jpg" "a person has happy emotions, with Chin Raiser, Lip Suck, Dimpler."
"train_05291_aligned.jpg" "a person has happy emotions, with Chin Raiser, Dimpler, Lip Suck."
"train_05292_aligned.jpg" "a person has happy emotions, with Lip Corner Puller, Dimpler, Cheek Raiser."
"train_05293_aligned.jpg" "a person hasngry emotions, with Lip Corner Puller, Dimpler, Cheek Raiser."
"train_05294_aligned.jpg" "a person hasngry emotions, with Lips part, Inner brow raiser, Lip Corner Puller."
"train_05295_aligned.jpg" "a person hasngry emotions, with Lid Tightener, Lips part, Inner brow raiser."
"train_05296_aligned.jpg" "a person has happy emotions, with Lips part, Lid Tightener, Inner brow raiser."
"train_05299_aligned.jpg" "a person has fear emotions, with Lid Tightener, Brow Lowerer, Chin Raiser."
"train_05301_aligned.jpg" "a person hasngry emotions, with Jaw Drop, Lips part, Dimpler."
"train_05302_aligned.jpg" "a person has happy emotions, with Lips part, Lip Corner Puller, Jaw Drop."
"train_05303_aligned.jpg" "a person hasngry emotions, with Lips part, Lip Corner Puller, Cheek Raiser."
"train_05305_aligned.jpg" "a person has sad emotions, with Lips part, Lip Corner Puller, Upper Lip Raiser."
"train_05306_aligned.jpg" "a person has surprise emotions, with Lips part, Lip Corner Puller, Jaw Drop."
"train_05307_aligned.jpg" "a person has surprise emotions, with Jaw Drop, Lips part, Upper Lid Raiser."
"train_05309_aligned.jpg" "a person has happy emotions, with Lid Tightener, Lip Corner Puller, Cheek Raiser."
"train_05310_aligned.jpg" "a person has happy emotions, with Lid Tightener, Dimpler, Lip Corner Puller."
"train_05311_aligned.jpg" "a person has happy emotions, with Chin Raiser, Dimpler, Lip Corner Puller."
"train_05312_aligned.jpg" "a person has fear emotions, with Chin Raiser, Outer brow raiser, Lip Corner Puller."
"train_05313_aligned.jpg" "a person has sad emotions, with Lip Corner Puller, Outer brow raiser, Chin Raiser."
"train_05314_aligned.jpg" "a person has surprise emotions, with Dimpler, Chin Raiser, Lip Corner Puller."
"train_05315_aligned.jpg" "a person has happy emotions, with Dimpler, Chin Raiser, Lip Corner Puller."
"train_05318_aligned.jpg" "a person has surprise emotions, with Dimpler, Lips part, Jaw Drop."
"train_05320_aligned.jpg" "a person has sad emotions, with Jaw Drop, Inner brow raiser, Lips part."
"train_05322_aligned.jpg" "a person has happy emotions, with Inner brow raiser, Lip stretcher, Lips part."
"train_05323_aligned.jpg" "a person has sad emotions, with Lips part, Jaw Drop, Inner brow raiser."
"train_05324_aligned.jpg" "a person has happy emotions, with Lips part, Inner brow raiser, Jaw Drop."
"train_05325_aligned.jpg" "a person has happy emotions, with Lips part, Inner brow raiser, Jaw Drop."
"train_05326_aligned.jpg" "a person has sad emotions, with Inner brow raiser, Lips part, Jaw Drop."
"train_05329_aligned.jpg" "a person has happy emotions, with Lips part, Brow Lowerer, Lip Suck."
"train_05330_aligned.jpg" "a person has sad emotions, with Lips part, Chin Raiser, Lip Suck."
"train_05331_aligned.jpg" "a person has sad emotions, with Lips part, Jaw Drop, Inner brow raiser."
"train_05332_aligned.jpg" "a person hasngry emotions, with Lips part, Jaw Drop, Inner brow raiser."
"train_05334_aligned.jpg" "a person has fear emotions, with Lid Tightener, Jaw Drop, Brow Lowerer."
"train_05335_aligned.jpg" "a person hasngry emotions, with Lid Tightener, Jaw Drop, Brow Lowerer."
"train_05336_aligned.jpg" "a person has surprise emotions, with Lid Tightener, Jaw Drop, Brow Lowerer."
"train_05339_aligned.jpg" "a person has happy emotions, with Brow Lowerer, Lips part, Dimpler."
"train_05342_aligned.jpg" "a person has happy emotions, with Chin Raiser, Jaw Drop, Lip Corner Puller."
"train_05343_aligned.jpg" "a person hasngry emotions, with Lip Corner Puller, Dimpler, Jaw Drop."
"train_05344_aligned.jpg" "a person hasngry emotions, with Dimpler, Lip Corner Puller, Jaw Drop."
"train_05345_aligned.jpg" "a person has happy emotions, with Jaw Drop, Dimpler, Cheek Raiser."
"train_05346_aligned.jpg" "a person has sad emotions, with Jaw Drop, Lid Tightener, Lips part."
"train_05347_aligned.jpg" "a person has happy emotions, with Lid Tightener, Jaw Drop, Cheek Raiser."
"train_05348_aligned.jpg" "a person hasngry emotions, with Lid Tightener, Jaw Drop, Lips part."
"train_05349_aligned.jpg" "a person hasngry emotions, with Lip Corner Puller, Chin Raiser, Jaw Drop."
"train_05350_aligned.jpg" "a person has happy emotions, with Chin Raiser, Jaw Drop, Lip Corner Puller."
"train_05351_aligned.jpg" "a person hasngry emotions, with Chin Raiser, Jaw Drop, Lip Corner Puller."
"train_05352_aligned.jpg" "a person has happy emotions, with Jaw Drop, Chin Raiser, Lip Corner Puller."
"train_05353_aligned.jpg" "a person has happy emotions, with Jaw Drop, Inner brow raiser, Chin Raiser."
"train_05354_aligned.jpg" "a person hasngry emotions, with Jaw Drop, Inner brow raiser, Lip Corner Depressor."
"train_05355_aligned.jpg" "a person hasngry emotions, with Inner brow raiser, Jaw Drop, Lip Corner Depressor."
"train_05356_aligned.jpg" "a person has happy emotions, with Jaw Drop, Lip Corner Depressor, Lips part."
"train_05359_aligned.jpg" "a person has surprise emotions, with Chin Raiser, Inner brow raiser, Outer brow raiser."
"train_05360_aligned.jpg" "a person has happy emotions, with Inner brow raiser, Chin Raiser, Outer brow raiser."
"train_05361_aligned.jpg" "a person has happy emotions, with Chin Raiser, Inner brow raiser, Upper Lip Raiser."
"train_05362_aligned.jpg" "a person has surprise emotions, with Lip Corner Puller, Cheek Raiser, Lips part."
"train_05363_aligned.jpg" "a person has fear emotions, with Lips part, Lip Corner Puller, Cheek Raiser."
"train_05364_aligned.jpg" "a person hasngry emotions, with Lips part, Jaw Drop, Dimpler."
"train_05365_aligned.jpg" "a person hasngry emotions, with Inner brow raiser, Lips part, Dimpler."
"train_05366_aligned.jpg" "a person has sad emotions, with Inner brow raiser, Jaw Drop, Chin Raiser."
"train_05367_aligned.jpg" "a person has happy emotions, with Jaw Drop, Lid Tightener, Inner brow raiser."
"train_05368_aligned.jpg" "a person has happy emotions, with Lid Tightener, Jaw Drop, Chin Raiser."
"train_05369_aligned.jpg" "a person has happy emotions, with Lid Tightener, Jaw Drop, Chin Raiser."
"train_05370_aligned.jpg" "a person has happy emotions, with Lid Tightener, Lips part, Dimpler."
"train_05371_aligned.jpg" "a person has happy emotions, with Lip Corner Puller, Lips part, Dimpler."
"train_05372_aligned.jpg" "a person hasngry emotions, with Lid Tightener, Lip Corner Puller, Cheek Raiser."
"train_05373_aligned.jpg" "a person has sad emotions, with Lid Tightener, Cheek Raiser, Lips part."
"train_05374_aligned.jpg" "a person has happy emotions, with Lid Tightener, Cheek Raiser, Lips part."
"train_05375_aligned.jpg" "a person has happy emotions, with Lips part, Lid Tightener, Cheek Raiser."
"train_05376_aligned.jpg" "a person has happy emotions, with Dimpler, Lips part, Lip Corner Puller."
"train_05377_aligned.jpg" "a person has happy emotions, with Dimpler, Lips part, Lip Corner Puller."
"train_05378_aligned.jpg" "a person has sad emotions, with Lip Corner Puller, Cheek Raiser, Dimpler."
"train_05379_aligned.jpg" "a person has happy emotions, with Lip Corner Puller, Chin Raiser, Cheek Raiser."
"train_05380_aligned.jpg" "a person hasngry emotions, with Lip Corner Puller, Cheek Raiser, Lips part."
"train_05381_aligned.jpg" "a person has sad emotions, with Lip Corner Puller, Lips part, Cheek Raiser."
"train_05384_aligned.jpg" "a person has surprise emotions, with Lid Tightener, Dimpler, Cheek Raiser."
"train_05385_aligned.jpg" "a person has happy emotions, with Lid Tightener, Dimpler, Cheek Raiser."
"train_05387_aligned.jpg" "a person hasngry emotions, with Lips part, Lip Corner Puller, Jaw Drop."
"train_05388_aligned.jpg" "a person has surprise emotions, with Lip Corner Puller, Lips part, Jaw Drop."
"train_05389_aligned.jpg" "a person has happy emotions, with Lips part, Lip Corner Puller, Dimpler."
"train_05390_aligned.jpg" "a person hasngry emotions, with Lip Corner Puller, Jaw Drop, Lips part."
"train_05392_aligned.jpg" "a person has happy emotions, with Dimpler, Lid Tightener, Cheek Raiser."
"train_05393_aligned.jpg" "a person has happy emotions, with Dimpler, Jaw Drop, Cheek Raiser."
"train_05394_aligned.jpg" "a person has happy emotions, with Inner brow raiser, Cheek Raiser, Dimpler."
"train_05395_aligned.jpg" "a person has happy emotions, with Outer brow raiser, Inner brow raiser, Cheek Raiser."
"train_05397_aligned.jpg" "a person has happy emotions, with Chin Raiser, Jaw Drop, Lip Tightener."
"train_05398_aligned.jpg" "a person has sad emotions, with Chin Raiser, Jaw Drop, Lip Tightener."
"train_05400_aligned.jpg" "a person has happy emotions, with Jaw Drop, Lip Corner Puller, Dimpler."
"train_05402_aligned.jpg" "a person has happy emotions, with Lip Corner Puller, Inner brow raiser, Lips part."
"train_05403_aligned.jpg" "a person has sad emotions, with Lip Corner Puller, Lips part, Inner brow raiser."
"train_05404_aligned.jpg" "a person has fear emotions, with Lip Corner Puller, Lips part, Dimpler."
"train_05405_aligned.jpg" "a person has sad emotions, with Lips part, Lip Corner Puller, Chin Raiser."
"train_05406_aligned.jpg" "a person has happy emotions, with Chin Raiser, Brow Lowerer, Lip Corner Puller."
"train_05407_aligned.jpg" "a person has surprise emotions, with Lips part, Lip Corner Puller, Chin Raiser."
"train_05408_aligned.jpg" "a person has happy emotions, with Lips part, Lip Corner Puller, Cheek Raiser."
"train_05410_aligned.jpg" "a person has happy emotions, with Chin Raiser, Jaw Drop, Dimpler."
"train_05411_aligned.jpg" "a person has happy emotions, with Jaw Drop, Chin Raiser, Dimpler."
"train_05412_aligned.jpg" "a person has sad emotions, with Chin Raiser, Jaw Drop, Lid Tightener."
"train_05413_aligned.jpg" "a person has happy emotions, with Lid Tightener, Chin Raiser, Lip Corner Puller."
"train_05414_aligned.jpg" "a person has sad emotions, with Lid Tightener, Lip Corner Puller, Cheek Raiser."
"train_05415_aligned.jpg" "a person has sad emotions, with Dimpler, Chin Raiser, Lip Corner Puller."
"train_05416_aligned.jpg" "a person has sad emotions, with Chin Raiser, Inner brow raiser, Dimpler."
"train_05418_aligned.jpg" "a person has surprise emotions, with Lips part, Lid Tightener, Cheek Raiser."
"train_05420_aligned.jpg" "a person has fear emotions, with Inner brow raiser, Chin Raiser, Lips part."
"train_05421_aligned.jpg" "a person has happy emotions, with Inner brow raiser, Lips part, Chin Raiser."
"train_05422_aligned.jpg" "a person has sad emotions, with Lips part, Chin Raiser, Inner brow raiser."
"train_05423_aligned.jpg" "a person hasngry emotions, with Cheek Raiser, Lips part, Lip Corner Puller."
"train_05424_aligned.jpg" "a person has happy emotions, with Cheek Raiser, Lip Corner Puller, Dimpler."
"train_05425_aligned.jpg" "a person has fear emotions, with Lip Corner Puller, Lips part, Cheek Raiser."
"train_05426_aligned.jpg" "a person has sad emotions, with Chin Raiser, Lip Corner Puller, Lips part."
"train_05427_aligned.jpg" "a person has sad emotions, with Lips part, Upper Lip Raiser, Lip Corner Puller."
"train_05428_aligned.jpg" "a person has sad emotions, with Lip Corner Puller, Dimpler, Jaw Drop."
"train_05429_aligned.jpg" "a person has happy emotions, with Dimpler, Lip Corner Puller, Upper Lip Raiser."
"train_05431_aligned.jpg" "a person has fear emotions, with Dimpler, Chin Raiser, Lips part."
"train_05432_aligned.jpg" "a person hasngry emotions, with Lips part, Cheek Raiser, Dimpler."
"train_05433_aligned.jpg" "a person has surprise emotions, with Lips part, Lip Corner Puller, Cheek Raiser."
"train_05434_aligned.jpg" "a person hasngry emotions, with Lips part, Lip Corner Puller, Lip Suck."
"train_05435_aligned.jpg" "a person has happy emotions, with Lips part, Lip Corner Puller, Lip Suck."
"train_05440_aligned.jpg" "a person hasngry emotions, with Lips part, Lip Corner Puller, Dimpler."
"train_05441_aligned.jpg" "a person hasngry emotions, with Lips part, Lip Corner Puller, Dimpler."
"train_05443_aligned.jpg" "a person has happy emotions, with Lips part, Jaw Drop, Lip Corner Puller."
"train_05444_aligned.jpg" "a person has sad emotions, with Lid Tightener, Chin Raiser, Dimpler."
"train_05445_aligned.jpg" "a person has happy emotions, with Lid Tightener, Dimpler, Lip Corner Puller."
"train_05446_aligned.jpg" "a person has happy emotions, with Lid Tightener, Chin Raiser, Lips part."
"train_05447_aligned.jpg" "a person has happy emotions, with Lips part, Jaw Drop, Lip Corner Depressor."
"train_05448_aligned.jpg" "a person has happy emotions, with Lips part, Lip Corner Depressor, Jaw Drop."
"train_05450_aligned.jpg" "a person has sad emotions, with Lid Tightener, Jaw Drop, Lip Corner Puller."
